;
;
TRICLOROCOMPOSTOS TOTAIS, AVALIAÇÃO DA EXPOSIÇÃO AO TRICLOROETANO E TRICLOROETILENO;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;TOXICOLOGIA / MONITORIZAÇÃO TERAPÊUTICA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
ZINCO;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;TOXICOLOGIA / MONITORIZAÇÃO TERAPÊUTICA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
ZINCOPROTOPORFIRINA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;TOXICOLOGIA / MONITORIZAÇÃO TERAPÊUTICA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
AGENTES INFECCIOSOS NA ENCEFALITE E MENINGITE - DETECÇÃO POR PCR MULTIPLEX EM PAINEL NO LÍQUOR;627/2025;17/02/2025;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;BIOLOGIA MOLECULAR;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
CHLAMYDIA TRACHOMATIS, DETECÇÃO DO DNA POR TÉCNICAS DE HIBRIDIZAÇÃO OU PCR; CHLAMYDIA TRACHOMATIS, ANTÍGENO.;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;;BIOLOGIA MOLECULAR;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
CITOMEGALOVÍRUS - QUALITATIVO, POR PCR (COM DIRETRIZ DE UTILIZAÇÃO);;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;14;BIOLOGIA MOLECULAR;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
DETECÇÃO/TIPAGEM HERPES VÍRUS 1 E 2 NO LÍQUOR;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;;BIOLOGIA MOLECULAR;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
FOCALIZAÇÃO ISOELÉTRICA DA TRANSFERRINA (COM DIRETRIZ DE UTILIZAÇÃO);;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;120;BIOLOGIA MOLECULAR;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
HEPATITE B - TESTE QUANTITATIVO (COM DIRETRIZ DE UTILIZAÇÃO);;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;28;BIOLOGIA MOLECULAR;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
HEPATITE C - GENOTIPAGEM (COM DIRETRIZ DE UTILIZAÇÃO);;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;29;BIOLOGIA MOLECULAR;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
HEPATITE C (QUALITATIVO) POR PCR OU BDNA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;;BIOLOGIA MOLECULAR;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
HEPATITE C (QUANTITATIVO) POR PCR OU BDNA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;;BIOLOGIA MOLECULAR;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
HIV - CARGA VIRAL POR PCR, NASBA OU BDNA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;;BIOLOGIA MOLECULAR;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
HIV - QUALITATIVO POR PCR;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;;BIOLOGIA MOLECULAR;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;Seg. Odontológica;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;Diretriz de Utilização;SUBGRUPO;GRUPO;CAPÍTULO;
HIV, GENOTIPAGEM (COM DIRETRIZ DE UTILIZAÇÃO);;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;31;BIOLOGIA MOLECULAR;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
HLA B27, FENOTIPAGEM/GENOTIPAGEM (COM DIRETRIZ DE UTILIZAÇÃO);465/2021 625/2024;01/04/2021 23/12/2024;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;32;BIOLOGIA MOLECULAR;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
HPV - TIPAGEM POR PCR;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;;BIOLOGIA MOLECULAR;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
HPV (VÍRUS DO PAPILOMA HUMANO) - DETECÇÃO DO DNA POR TÉCNICAS DE HIBRIDIZAÇÃO;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;;BIOLOGIA MOLECULAR;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
HTLV-I, POR PCR;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;;BIOLOGIA MOLECULAR;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
MYCOBACTERIUM TUBERCULOSIS, DETECÇÃO POR PCR;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;;BIOLOGIA MOLECULAR;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
MYCOBACTERIUM LEPRAE (BACILO DE HANSEN), DETECÇÃO DE RESISTÊNCIA A ANTIBIÓTICOS POR PCR;480/2022;02/07/2022;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;BIOLOGIA MOLECULAR;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
MYCOBACTERIUM LEPRAE (BACILO DE HANSEN), PESQUISA PCR EM TEMPO REAL;480/2022;02/07/2022;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;BIOLOGIA MOLECULAR;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
PCR EM TEMPO REAL PARA INFLUENZA A E B (COM DIRETRIZ DE UTILIZAÇÃO);;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;129;BIOLOGIA MOLECULAR;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
PCR EM TEMPO REAL PARA VÍRUS SINCICIAL RESPIRATÓRIO (COM DIRETRIZ DE UTILIZAÇÃO);;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;131;BIOLOGIA MOLECULAR;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
PROTEÍNA S TOTAL + LIVRE, DOSAGEM;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;;BIOLOGIA MOLECULAR;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
SARS-CoV-2 (CORONAVÍRUS COVID-19) - PESQUISA POR RT - PCR (COM DIRETRIZ DE UTILIZAÇÃO);;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;126;BIOLOGIA MOLECULAR;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
TESTE DE HIBRIDIZAÇÃO COM SONDA EM LINHA (LPA 1a LINHA) (COM DIRETRIZ DE UTILIZAÇÃO);619/2024;02/01/2025;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;168;BIOLOGIA MOLECULAR;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
TESTE DE HIBRIDIZAÇÃO COM SONDA EM LINHA (LPA 2a LINHA) (COM DIRETRIZ DE UTILIZAÇÃO);619/2024;02/01/2025;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;169;BIOLOGIA MOLECULAR;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
TESTE PARA DETECÇÃO DO VÍRUS MONKEYPOX (MPXV) POR BIOLOGIA MOLECULAR (COM DIRETRIZ DE UTILIZAÇÃO;544/2022;21/09/2022;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;157;BIOLOGIA MOLECULAR;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
TOXOPLASMOSE - PESQUISA EM LÍQUIDO AMINIÓTICO POR PCR (COM DIRETRIZ DE UTILIZAÇÃO);;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;125;BIOLOGIA MOLECULAR;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
VÍRUS ZIKA - POR PCR (COM DIRETRIZ DE UTILIZAÇÃO);;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;111;BIOLOGIA MOLECULAR;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
TRANSFUSÃO Seg. AmbulatoriaULATORIAL;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;TRANSFUSÃO;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
TRANSFUSÃO HOSPITALAR;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;TRANSFUSÃO;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;Seg. Odontológica;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;Diretriz de Utilização;SUBGRUPO;GRUPO;CAPÍTULO;
PLASMAFÉRESE TERAPÊUTICA - INCLUI CITAFÉRESE/HEMAFÉRESE TERAPÊUTICA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PROCESSAMENTO;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
SANGRIA TERAPÊUTICA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PROCESSAMENTO;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
SANGUE TOTAL RECONSTITUÍDO PARA EXSANGUÍNEO-TRANSFUSÃO;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PROCESSAMENTO;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
UNIDADE DE COMPONENTES SANGÜÍNEOS (CONCENTRADO DE HEMÁCIAS, PLAQUETAS OU GRANULÓCITOS) IRRADIADA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PROCESSAMENTO;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
UNIDADE DE CONCENTRADO DE GRANULÓCITOS;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PROCESSAMENTO;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
UNIDADE DE CONCENTRADO DE HEMÁCIAS;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PROCESSAMENTO;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
UNIDADE DE CONCENTRADO DE HEMÁCIAS LAVADAS;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PROCESSAMENTO;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
UNIDADE DE CONCENTRADO DE HEMÁCIAS LEUCSeg. OdontológicaEPLETADA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PROCESSAMENTO;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
UNIDADE DE CONCENTRADO DE HEMÁCIAS LEUCORREDUZIDA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PROCESSAMENTO;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
UNIDADE DE CONCENTRADO DE PLAQUETAS (DUPLA CENTRIFUGAÇÃO);;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PROCESSAMENTO;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
UNIDADE DE CONCENTRADO DE PLAQUETAS LEUCSeg. OdontológicaEPLETADA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PROCESSAMENTO;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
UNIDADE DE CONCENTRADO DE PLAQUETAS LEUCORREDUZIDA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PROCESSAMENTO;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
UNIDADE DE CONCENTRADO DE PLAQUETAS POR AFÉRESE;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PROCESSAMENTO;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
UNIDADE DE CRIOPRECIPITADO;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PROCESSAMENTO;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
UNIDADE DE PLASMA FRESCO CONGELADO;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PROCESSAMENTO;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
AFÉRESE TERAPÊUTICA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
ANTI-HIV I E II POR MÉTSeg. OdontológicaO IMUNOENZIMÁTICO OU QUIMIOLUMINESCÊNCIA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
CONTAGEM DE CÉLULAS CD34 / CD45 POSITIVAS;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;;EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
DETECÇÃO DE HEMOGLOBINAS ANORMAIS (INVESTIGAÇÃO DE HEMOGLOBINA S E DE OUTRAS HEMOGLOBINAS ANORMAIS NO DOADOR DE SANGUE);;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;Seg. Odontológica;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;Diretriz de Utilização;SUBGRUPO;GRUPO;CAPÍTULO;
DETERMINAÇÃO DO FATOR RH (D), INCLUINDO PROVA PARA D-FRACO NO SANGUE DO RECEPTOR;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
DOAÇÃO AUTÓLOGA COM RECUPERAÇÃO INTRA-OPERATÓRIA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
DOAÇÃO AUTÓLOGA PERI-OPERATÓRIA POR HEMSeg. OdontológicaILUIÇÃO NORMOVOLÊMICA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
DOAÇÃO AUTÓLOGA PRÉ-OPERATÓRIA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
DOAÇÃO DE COMPONENTES POR AFÉRESE;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
DOENÇA DE CHAGAS - TESTE IMUNOENZIMÁTICO DE ALTA SENSIBILIDADE E IMUNOFLUORESCÊNCIA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
EXAMES IMUNOHEMATOLÓGICOS EM RECÉM-NASCIDOS: TIPIFICAÇÃO ABO E RH, PESQUISA DE D FRACO RH(D) E PROVA DA ANTIGLOBULINA DIRETA);;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
FENOTIPAGEM DE OUTROS SISTEMAS ERITROCITÁRIOS;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
FENOTIPAGEM DO SISTEMA RH-HR;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
HEPATITE B - ANTI-HBC, POR MÉTSeg. OdontológicaO IMUNOENZIMÁTICO OU POR QUIMIOLUMINESCÊNCIA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
HEPATITE B - HBSAG, POR MÉTSeg. OdontológicaO IMUNOENZIMÁTICO OU POR QUIMIOLUMINESCÊNCIA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
HEPATITE C - ANTI-HCV, TESTE IMUNOENZIMÁTICO OU POR QUIMIOLUMINESCÊNCIA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
HTLV I E II - TESTE IMUNOENZIMÁTICO OU POR QUIMIOLUMINESCÊNCIA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
